Artist,Album,Title,Key,BPM,Energy
The Amity Affliction,Chasing Ghosts (Special Edition),Flowerbomb,Fm,82.50,7
The Amity Affliction,Let the Ocean Take Me (Deluxe),Pittsburgh (No Intro),G#,148.00,6
The Amity Affliction,Chasing Ghosts (Special Edition),Open Letter,Cm,140.01,6
The Amity Affliction,Misery,Kick Rocks,F#,122.00,6
The Amity Affliction,This Could Be Heartbreak,Tearing Me Apart,Fm,87.50,4
The Amity Affliction,Let the Ocean Take Me (Deluxe),Death's Hand,A#m,156.08,7
The Amity Affliction,Let the Ocean Take Me (Deluxe),Death's Hand,A#m,156.08,6
The Amity Affliction,Somewhere Beyond the Blue,Give up the Ghost,F#m,115.00,6
The Animal In Me,Words & Actions,Overwhelmed,F#,95.00,6
The Arrival,Rockin Romance,Kiss from a Rose,G#m,132.01,7
The Ataris,"So Long, Astoria",I Won't Spend Another Night Alone (Album Version),F,100.98,5
The Ataris,Welcome the Night,"Far from the Last, Last Call",G#m,95.22,5
The Ataris,"So Long, Astoria",The Hero Dies in This One,D,145.68,7
The Ataris,"So Long, Astoria Demos",Untitled No. 2 (Demo Version - No Vocals),G,98.23,7
The Ataris,Welcome the Night,Whatever Lies Will Help You Rest,G,152.37,6
The Ataris,Hang Your Head in Hope (The Acoustic Sessions),My Hotel Year (Acoustic Version),D,109.83,4
The Ataris,End Is Forever,I.O.U One Galaxy,F,101.63,7
The Ataris,"So Long, Astoria",Summer '79,G,113.41,7
The Ataris,Silver Turns to Rust,You and Your Perfect Li (F) E,A#,123.78,3
The Ataris,...Anywhere But Here,Myself,F,123.20,7
The Ataris,Welcome the Night,Cardiff-By-The-Sea,F,120.00,6
The Ataris,...Anywhere But Here,Clara,G,115.39,7
The Ataris,"So Long, Astoria Demos",Eight of Nine (Demo Version),E,107.49,6
The Ataris,Live At The Metro,San Dimas High School Football Rules,C,139.57,4
The Ataris,Live At The Metro,"So Long, Astoria",D,100.40,7
The Ataris,Silver Turns to Rust,Beauty Eh?,Bm,81.50,7
The Ataris,"Blue Skies, Broken Hearts...Next 12 Exits",Choices,D,135.89,7
The Ataris,"So Long, Astoria Demos",Looking Back on Today (Demo Version),E,115.30,7
The Ataris,Hang Your Head in Hope (The Acoustic Sessions),Can't Hardly Wait (Acoustic Version),D,145.38,4
The Ataris,"Blue Skies, Broken Hearts...Next 12 Exits",I Won't Spend Another Night Alone,F,100.70,7
The Ataris,Live in Chicago 2019,All Songs at Once,Am,131.23,6
The Ataris,"So Long, Astoria Demos",In This Diary (Early Alternate Version),G#,92.50,7
The Ataris,In This Diary (Live at Capitol Milling),In This Diary (Live Version),G#,119.48,6
The Ataris,...Anywhere But Here,Blind And Unkind,B,105.50,7
The Ataris,Live At The Metro,My Hotel Year,D,126.97,3
The Ataris,Live At The Metro,Astro Zombies,Am,129.20,7
The Ataris,Live in Chicago 2019,Boys of Summer (Live),Dm,100.26,6
The Ataris,"Blue Skies, Broken Hearts...Next 12 Exits",Better Way,C,97.17,6
The Ataris,...Anywhere But Here,Are We There Yet?,B,119.28,7
The Ataris,Silver Turns to Rust,"Oh, Kansas City (Bonus Track)",D#m,132.00,3
The Ataris,Silver Turns to Rust,Slacker Rock,G,143.05,5
The Ataris,End Is Forever,Song For A Mix Tape,G,117.97,6
The Ataris,...Anywhere But Here,Boxcar,G,109.27,7
The Ataris,All Souls' Day & The Graveyard of the Atlantic,The Graveyard of the Atlantic,A#,144.00,6
The Ataris,Live in Chicago 2019,Eight of Nine (Live),E,121.26,6
The Ataris,...Anywhere But Here,Four Chord Wonder,A,121.10,7
The Ataris,"So Long, Astoria Demos",Takeoffs and Landings (Song Idea),F,120.03,4
The Ataris,The Boys of Summer,The Boys of Summer (Re-Recorded),F#,95.47,5
The Ataris,End Is Forever,Road Signs And Rock Songs,G,133.10,6
The Ataris,"Blue Skies, Broken Hearts...Next 12 Exits",1*15*96,G,108.83,6
The Ataris,Live in Chicago 2019,"So Long, Astoria (Live)",D,104.51,6
The Ataris,"So Long, Astoria",Unopened Letter to the World,A,92.47,7
The Ataris,Welcome the Night,Not Capable of Love,D,138.22,7
The Ataris,Hang Your Head in Hope (The Acoustic Sessions),The Hero Dies in This One (Acoustic Version),D,140.94,4
The Ataris,Silver Turns to Rust,Silver Turns to Rust,C,107.51,7
The Ataris,"So Long, Astoria Demos",The Boys of Summer (Demo Version),F#,99.33,6
The Ataris,Welcome the Night,The Cheyenne Line,B,142.32,7
The Ataris,...Anywhere But Here,Make It Last,G,121.34,5
The Ataris,...Anywhere But Here,Alone In Santa Cruz,A,149.42,7
The Ataris,"So Long, Astoria Demos",Unopened Letter to the World (Song Idea - No Vocals),A,91.86,4
The Ataris,"So Long, Astoria Demos",The Hero Dies in This One (Rough Mix),D,145.68,6
The Ataris,"So Long, Astoria Demos",The Saddest Song (Demo Version),A#,138.14,7
The Ataris,End Is Forever,"Up, Up, Down, Down,, Left, Right, Left, Right, B, A, Start",D,96.46,6
The Ataris,Live At The Metro,A New England,F,124.10,4
The Ataris,Live in Chicago 2019,The Hero Dies in This One (Live),D,137.26,6
The Ataris,"So Long, Astoria Demos",All You Can Ever Learn Is What You Already Know (Demo Version),Em,87.65,7
The Ataris,Live At The Metro,1/15/96,G,136.00,4
The Ataris,Live in Chicago 2019,Takeoffs and Landings (Live),E,117.94,5
The Ataris,Silver Turns to Rust,The Graveyard of the Atlantic,A#,144.00,6
The Ataris,"So Long, Astoria Demos",A Beautiful Mistake (Demo Version),Bm,111.92,7
The Ataris,"So Long, Astoria",Takeoffs and Landings,E,90.00,7
The Ataris,...Anywhere But Here,Perfectly Happy,E,137.60,7
The Ataris,Hang Your Head in Hope (The Acoustic Sessions),San Dimas (Acoustic Version),C,103.67,4
The Ataris,Hang Your Head in Hope (The Acoustic Sessions),Soul and Fire (Acoustic Version),A,119.35,4
The Ataris,End Is Forever,Fast Times At Drop-Out High,F,120.98,6
The Ataris,Silver Turns to Rust,Peel Sessions,C#,92.50,6
The Ataris,Welcome the Night,And We All Become Like Smoke,C#m,87.32,4
The Ataris,Hang Your Head in Hope (The Acoustic Sessions),The Graveyard of the Atlantic (Acoustic Version),A#,140.76,4
The Ataris,Hang Your Head in Hope (The Acoustic Sessions),"Oh, Kansas City (Acoustic Version)",D#m,132.00,4
The Ataris,"Blue Skies, Broken Hearts...Next 12 Exits",In Spite Of The World,Bm,87.06,6
The Ataris,Live in Chicago 2019,Summer '79 (Live),G,92.82,6
The Ataris,Silver Turns to Rust,Fast Times at Dropout High,F,109.38,5
The Ataris,Live At The Metro,All You Can Ever Learn Is What You Already Know,Em,131.55,6
The Ataris,"So Long, Astoria Demos",Summer '79 (Demo Version),Em,86.81,7
The Ataris,Silver Turns to Rust,The Boys of Summer (Demo Version),F#,99.36,7
The Ataris,Live At The Metro,The Boys of Summer,F#,102.67,7
The Ataris,"Blue Skies, Broken Hearts...Next 12 Exits",Answers,Bm,104.93,7
The Ataris,...Anywhere But Here,Anderson,Am,125.64,7
The Ataris,"So Long, Astoria",Radio #2,B,86.55,7
The Ataris,Hang Your Head in Hope (The Acoustic Sessions),Eight of Nine (Acoustic Version),E,79.15,3
The Ataris,"So Long, Astoria Demos",Untitled No. 4 (Demo Version - No Vocals),A#,106.00,6
The Ataris,Hang Your Head in Hope (The Acoustic Sessions),Skulls (Acoustic Version),G,98.79,3
The Ataris,Live At The Metro,The Saddest Song,C,145.84,6
The Ataris,"Blue Skies, Broken Hearts...Next 12 Exits",The Last Song I Will Ever Write About A Girl,Fm,84.48,7
The Ataris,Silver Turns to Rust,Some Notes on Bach and Haydn,G,132.61,5
The Ataris,"So Long, Astoria",Takeoffs and Landings,E,90.00,7
The Ataris,...Anywhere But Here,Butterfly [Acoustic],F#,157.48,4
The Ataris,All Souls' Day & The Graveyard of the Atlantic,All Souls' Day,D,87.05,7
The Ataris,Live in Chicago 2019,Boxcar (Live),G,82.74,7
The Ataris,"So Long, Astoria Demos",Eight of Nine (Song Idea),E,86.39,4
The Ataris,"So Long, Astoria",The Saddest Song,A#,135.96,6
The Ataris,Silver Turns to Rust,Soul and Fire (Bonus Track),A,119.35,3
The Ataris,Silver Turns to Rust,Trash Panda,Gm,121.75,6
The Ataris,Live in Chicago 2019,Radio #2 (Live),B,130.55,5
The Ataris,Silver Turns to Rust,All Soul's Day,D,87.05,6
The Ataris,Hang Your Head in Hope (The Acoustic Sessions),All Soul's Day (Acoustic Version),C#,124.84,4
The Ataris,Live in Chicago 2019,In This Diary (Live),G#,91.07,6
The Ataris,Live in Chicago 2019,Your Boyfriend Sucks (Solo) (Live),E,107.85,4
The Ataris,Hang Your Head in Hope (The Acoustic Sessions),Unopened Letter to the World (Acoustic Version),A,92.86,4
The Ataris,"So Long, Astoria Demos",Untitled No. 3 (Demo Version - No Vocals),C#,137.69,6
The Ataris,Welcome the Night,Secret Handshakes,Bm,134.95,4
The Ataris,...Anywhere But Here,1...2...3...4,Am,144.41,7
The Ataris,Live At The Metro,The Hero Dies in This One,D,131.53,4
The Ataris,"So Long, Astoria",All You Can Ever Learn Is What You Already Know,D,86.01,6
The Ataris,"Blue Skies, Broken Hearts...Next 12 Exits",My Hotel Year,D,94.58,4
The Ataris,"So Long, Astoria Demos","So Long, Astoria (Song Idea - No Vocals)",D#,111.51,4
The Ataris,End Is Forever,If You Really Want To Hear About It,C,155.26,7
The Ataris,"So Long, Astoria Demos",Takeoffs and Landings (Demo Version),E,93.80,7
The Ataris,...Anywhere But Here,Take Me Back,B,90.47,7
The Ataris,End Is Forever,Giving Up On Love,D,112.01,7
The Ataris,"So Long, Astoria",Looking Back on Today,E,115.10,7
The Ataris,Hang Your Head in Hope (The Acoustic Sessions),12.15.10 (Acoustic Version),A#,139.84,4
The Ataris,...Anywhere But Here,Let It Go,B,124.18,7
The Ataris,Live in Chicago 2019,San Dimas (Solo) (Live),C,133.99,4
The Ataris,Welcome the Night,Begin Again from the Beginning,G,90.21,6
The Ataris,Live in Chicago 2019,Unopened Letter to the World (Live),A,103.56,7
The Ataris,Silver Turns to Rust,"They Live, We Sleep",F#m,85.50,6
The Ataris,...Anywhere But Here,Bite My Tounge,A#,124.37,7
The Ataris,"Blue Skies, Broken Hearts...Next 12 Exits",Your Boyfriend Sucks,E,130.17,6
The Ataris,Live At The Metro,1/15/96,G,82.70,6
The Ataris,"So Long, Astoria","So Long, Astoria",D,91.00,7
The Ataris,...Anywhere But Here,Angry Nerd Rock,E,124.74,6
The Ataris,...Anywhere But Here,Hey Kid,G,119.65,7
The Ataris,"So Long, Astoria Demos",In This Diary (Demo Version),G#,90.50,6
The Ataris,"Blue Skies, Broken Hearts...Next 12 Exits",San Dimas High School Football Rules,C,132.77,7
The Ataris,End Is Forever,Hello And Goodbye,G,129.42,3
The Ataris,Live At The Metro,Someday,D,116.40,6
The Ataris,End Is Forever,Summer Wind Was Always Our Song,E,81.60,6
The Ataris,Welcome the Night,A Soundtrack for This Rainy Morning,Gm,136.37,4
The Ataris,...Anywhere But Here,Sleepy,A,108.61,7
The Ataris,Live At The Metro,Closing Remarks,Fm,129.03,3
The Ataris,"So Long, Astoria Demos","So Long, Astoria (Demo Version)",D,92.23,7
The Ataris,...Anywhere But Here,As We Speak,D#,125.44,7
The Ataris,"Blue Skies, Broken Hearts...Next 12 Exits",Losing Streak,B,125.84,7
The Ataris,End Is Forever,Teenage Riot,Am,96.91,7
The Ataris,"So Long, Astoria Demos",My Reply (Demo Version),D,138.01,7
The Ataris,Live in Chicago 2019,The Saddest Song (Live),A#,157.45,5
The Ataris,Live At The Metro,IOU One Galaxy,F,105.38,7
The Ataris,"Blue Skies, Broken Hearts...Next 12 Exits",Angry Nerd Rock,E,103.69,5
The Ataris,Silver Turns to Rust,In a City of Forgotten Words (Bonus Track),D,79.24,4
The Ataris,"So Long, Astoria",The Saddest Song (Acoustic),A#,135.95,4
The Ataris,Live At The Metro,Your Boyfriend Sucks,E,132.70,7
The Ataris,End Is Forever,Song # 13,Bm,111.55,6
The Ataris,Silver Turns to Rust,12.15.10,A#,134.03,6
The Ataris,"So Long, Astoria",Eight of Nine,E,81.03,6
The Ataris,...Anywhere But Here,Ray...,F#m,118.09,7
The Ataris,Live At The Metro,Song #13,Bm,124.24,7
The Ataris,"So Long, Astoria",The Boys of Summer,F#,96.01,6
The Ataris,Live At The Metro,Between You & Me,A,135.43,6
The Ataris,"Blue Skies, Broken Hearts...Next 12 Exits",Broken Promise Ring,A,106.20,6
The Ataris,Live At The Metro,"(What's So Funny 'Bout) Peace, Love & Understanding",G,116.45,3
The Ataris,"So Long, Astoria","So Long, Astoria",D,91.00,7
The Ataris,End Is Forever,You Need A Hug,C,118.07,6
The Ataris,End Is Forever,How I Spent My Summer Vacation,D,103.27,7
The Ataris,Hang Your Head in Hope (The Acoustic Sessions),Your Boyfriend Sucks (Acoustic Version),E,121.09,4
The Ataris,...Anywhere But Here,Lately,D,139.41,7
The Ataris,Live in Chicago 2019,Car Song (Solo) (Live),G,92.31,4
The Ataris,Hang Your Head in Hope (The Acoustic Sessions),How I Spent My Summer Vacation (Acoustic Version),D,146.09,4
The Ataris,Welcome the Night,New Year's Day,Dm,143.23,7
The Ataris,Welcome the Night,Connections Are More Dangerous Than Lies,Dm,136.20,7
The Ataris,"So Long, Astoria Demos",Raido #2 (Demo Version),B,89.29,7
The Ataris,...Anywhere But Here,Neilhouse,A,142.35,7
The Ataris,"So Long, Astoria Demos",Unopened Letter to the World (Demo Version),A,94.49,7
The Ataris,Live At The Metro,Fast Times At Dropout High,F,121.10,4
The Ataris,Live At The Metro,Unopened Letter to the World,A,102.42,7
The Ataris,"So Long, Astoria",In This Diary,G#,87.54,7
The Ataris,"So Long, Astoria",My Reply,D,136.00,7
The Ataris,End Is Forever,Bad Case Of Broken Heart,D,126.05,6
The Ataris,Welcome the Night,"Act V, Scene V: And So It Ends Like It Begins",A,133.85,4
The Ataris,Hang Your Head in Hope (The Acoustic Sessions),Broken Promis Ring (Acoustic Version),A,90.96,3
The Ataris,Hang Your Head in Hope (The Acoustic Sessions),In This Diary (Acoustic Version),G#,110.99,4
The Ataris,"So Long, Astoria",In This Diary,G#,87.54,7
The Ataris,Hang Your Head in Hope (The Acoustic Sessions),From a Tower (Acoustic Version),G,111.98,5
The Ataris,"So Long, Astoria Demos",Untitled No. 1 (Demo Version - No Vocals),E,129.10,7
The Ataris,"Blue Skies, Broken Hearts...Next 12 Exits",Life Makes No Sense,D,116.33,7
The Ataris,Welcome the Night,When All Else Fails It Fails,D,122.25,5
The Avalanche Diaries,Running Up That Hill (A Deal with God) - Single,Running Up That Hill (A Deal with God),C#m,115.00,7
The Beach Boys,"Stranger Things: Soundtrack from the Netflix Series, Season 4",California Dreamin',C#m,116.44,6
The Beautiful Mistake,"Light A Match, For I Deserve To Burn",Circular Parade,F,150.02,6
The Bell Notes,,"[FREE] Sad Guitar Type Beat - ""Remorse""",F#,84.00,3
The Benjamins,Welcome To The Family,"3,720 to 1",F#,79.49,5
The Black Sorrows,,"[FREE] Dark Pop Type Beat - ""Nightmare""",C#m,125.00,6
The Body Rampant,The Scene,Sativa,C#,82.50,6
The Bunny The Bear,Afterglow,At the Top,D#m,140.01,8
The Casket Lottery,Survival is for Cowards,Code Red,G,81.03,6
The Casket Lottery,Possiblies and Maybes,Red House,C,143.02,6
The Chainsmokers,Collage EP,Setting Fires,G#m,105.00,7
The Color Morale,Hold On Pain Ends,The Ones Forgotten By The One Forgetting,A#m,127.37,3
The Color Morale,Know Hope,Smoke and Mirrors,Cm,137.00,8
The Cramps,"Stranger Things: Soundtrack from the Netflix Series, Season 4",I Was A Teenage Werewolf,Em,111.00,4
The Dance Party,,"[FREE] Chill Indie Pop Type Beat - ""This""",F,88.00,4
The Dangerous Summer,Golden Record (Deluxe Version),Sins (Acoustic Demo Version),G,120.01,4
The Dangerous Summer,The Dangerous Summer - Live In Baltimore (Bonus Track Version),Never Feel Alone,F#,79.01,7
The Dangerous Summer,All That Is Left of the Blue Sky,Come Along,B,90.00,5
The Dangerous Summer,An Acoustic Performance Of Reach For The Sun,Weathered,E,80.00,5
The Dangerous Summer,If You Could Only Keep Me Alive (Deluxe Version),Disconnect (Acoustic),A,140.01,5
The Dangerous Summer,Instrumentals,Disconnect,A,140.00,6
The Dangerous Summer,The Dangerous Summer,This Is Life,G#,147.99,7
The Dangerous Summer,All That Is Left of the Blue Sky,Fuck Them All,D,100.00,6
The Dangerous Summer,The Dangerous Summer,When I Get Home,G#,106.00,7
The Dangerous Summer,Live In Baltimore 2019,Where I Want To Be,G#,138.00,7
The Dangerous Summer,An Acoustic Performance Of Reach For The Sun,Settle Down,A,122.00,5
The Dangerous Summer,Instrumentals,I Would Stay,D,143.00,7
The Dangerous Summer,War Paint (Deluxe Edition),In My Room,F,119.00,7
The Dangerous Summer,Mother Nature,Way Down,D#,83.25,6
The Dangerous Summer,The Best Part Of Letting Go (Reimagined),The Best Part of Letting Go,B,140.00,6
The Dangerous Summer,An Acoustic Performance Of Reach For The Sun,Where I Want To Be,G#,129.98,4
The Dangerous Summer,Ghosts,Ghosts,C#,144.00,6
The Dangerous Summer,Golden Record (Deluxe Version),Honesty,D,132.00,7
The Dangerous Summer,War Paint (Deluxe Edition),Everyone Left,D,80.00,6
The Dangerous Summer,Someday,Someday,E,152.00,4
The Dangerous Summer,If You Could Only Keep Me Alive (Deluxe Version),The Permanent Rain (Acoustic),A#,114.99,4
The Dangerous Summer,Good Things,Good Things,C,125.00,7
The Dangerous Summer,Work In Progress,Work In Progress,F#,113.00,6
The Dangerous Summer,If You Could Only Keep Me Alive (Deluxe Version),The Permanent Rain,A#,125.00,7
The Dangerous Summer,If You Could Only Keep Me Alive (Deluxe Version),Wake Up,A,124.00,6
The Dangerous Summer,The Dangerous Summer,Ghosts,C#,144.00,6
The Dangerous Summer,Golden Record (Deluxe Version),Sins,G,125.99,7
The Dangerous Summer,Mother Nature,Virginia,D,84.50,6
The Dangerous Summer,All That Is Left of the Blue Sky,Come Down,F,132.01,6
The Dangerous Summer,Reach For The Sun,Settle Down,A#,122.50,7
The Dangerous Summer,Golden Record (Deluxe Version),I'm So Pathetic,Bm,132.00,7
The Dangerous Summer,Golden Record (Deluxe Version),Catholic Girls (Revisited),D#,145.42,3
The Dangerous Summer,The Dangerous Summer - Live In Baltimore (Bonus Track Version),Where I Want To Be,G#,138.36,7
The Dangerous Summer,The Dangerous Summer,Live Forever,E,122.00,6
The Dangerous Summer,Golden Record (Deluxe Version),Miles Apart (Revisited),D#,108.00,6
The Dangerous Summer,Reach For The Sun,Surfaced,C#,127.00,7
The Dangerous Summer,We Can't Stop,We Can't Stop,Am,119.99,4
The Dangerous Summer,An Acoustic Performance Of Reach For The Sun,Symmetry,G#,124.99,5
The Dangerous Summer,An Acoustic Performance Of Reach For The Sun,The Permanent Rain,A,125.00,5
The Dangerous Summer,Live In Baltimore 2019,The Permanent Rain,F#m,126.01,7
The Dangerous Summer,War Paint (Deluxe Edition),War Paint,A#,125.00,7
The Dangerous Summer,Live In Baltimore 2019,Bring Me Back To Life,B,85.00,6
The Dangerous Summer,War Paint (Deluxe Edition),Waves,B,128.50,7
The Dangerous Summer,An Acoustic Performance Of Reach For The Sun,Reach For The Sun,E,125.00,4
The Dangerous Summer,If You Could Only Keep Me Alive (Deluxe Version),Here We Are After Dark,D,84.50,7
The Dangerous Summer,Golden Record (Deluxe Version),Anchor,F#,133.00,7
The Dangerous Summer,An Acoustic Performance Of Reach For The Sun,Northern Lights,C#,124.00,5
The Dangerous Summer,The Dangerous Summer - Live In Baltimore (Bonus Track Version),Weathered,E,157.58,7
The Dangerous Summer,War Paint (Deluxe Edition),Work In Progress (Acoustic),D#m,115.00,4
The Dangerous Summer,Live In Baltimore 2019,Northern Lights,C#,126.01,7
The Dangerous Summer,Reach For The Sun,A Space To Grow,C#,137.00,7
The Dangerous Summer,Reach For The Sun,Where I Want To Be,A,138.00,7
The Dangerous Summer,Bring Me Back To Life,Bring Me Back To Life,B,85.00,5
The Dangerous Summer,Live In Baltimore 2019,Where Were You When The Sky Opened Up,C#,110.00,7
The Dangerous Summer,Instrumentals,Everyone Left,D,80.00,6
The Dangerous Summer,Coming Home,Coming Home,E,86.00,7
The Dangerous Summer,An Acoustic Performance Of Reach For The Sun,Good Things,B,120.00,4
The Dangerous Summer,Live In Baltimore 2019,Color,F#m,132.01,7
The Dangerous Summer,Reach For The Sun,Never Feel Alone,G,156.01,7
The Dangerous Summer,Mother Nature,Prologue,A#,138.00,5
The Dangerous Summer,If You Could Only Keep Me Alive (Deluxe Version),Of Confidence,D,106.00,6
The Dangerous Summer,Live In Baltimore 2019,Luna,G#,144.00,6
The Dangerous Summer,War Paint (Deluxe Edition),Parachute,C,136.99,7
The Dangerous Summer,Golden Record (Deluxe Version),Miles Apart,D#,108.00,6
The Dangerous Summer,Reach For The Sun: B-Sides,Surfaced (Acoustic),C#,115.02,4
The Dangerous Summer,Mother Nature,Blind Ambition,A#,138.00,7
The Dangerous Summer,All I Ever Wanted Was A Chance To Know Myself,All I Ever Wanted Was A Chance To Know Myself,Em,85.00,7
The Dangerous Summer,War Paint (Deluxe Edition),Good Things,C,125.00,7
The Dangerous Summer,War Paint (Deluxe Edition),Miscommunication,A,90.99,7
The Dangerous Summer,Mother Nature,Mother Nature,A,146.00,6
The Dangerous Summer,The Dangerous Summer,Infinite,G,120.01,4
The Dangerous Summer,Reach For The Sun,Symmetry,A,133.00,6
The Dangerous Summer,The Dangerous Summer,Fire,A,138.00,7
The Dangerous Summer,Reach For The Sun,This Is War,A,150.00,7
The Dangerous Summer,Instrumentals,Work In Progress,F#,113.00,5
The Dangerous Summer,All That Is Left of the Blue Sky,Lie to Me,E,100.00,5
The Dangerous Summer,Reach For The Sun: B-Sides,Where I Want To Be (Acoustic),G#,130.01,4
The Dangerous Summer,Reach For The Sun,Northern Lights,D,123.00,6
The Dangerous Summer,Mother Nature,Better Light,A,119.98,3
The Dangerous Summer,Live In Baltimore 2019,No One's Gonna Need You More,B,102.78,3
The Dangerous Summer,Golden Record (Deluxe Version),Catholic Girls,D#,145.99,7
The Dangerous Summer,Mother Nature,Bring Me Back To Life,B,85.00,5
The Dangerous Summer,Instrumentals,Work In Progress (Acoustic),D#m,115.00,5
The Dangerous Summer,Golden Record (Deluxe Version),We Will Wait In The Fog,C#,138.00,7
The Dangerous Summer,Instrumentals,This Is War,G#,144.99,6
The Dangerous Summer,If You Could Only Keep Me Alive (Deluxe Version),Disconnect,A,140.00,5
The Dangerous Summer,Live In Baltimore 2019,Catholic Girls,C#,150.00,7
The Dangerous Summer,Golden Record (Deluxe Version),Sins (Revisited),G,125.98,4
The Dangerous Summer,Live In Baltimore 2019,Infinite,C#m,120.01,8
The Dangerous Summer,Mother Nature,Starting Over / Slow Down,A#,147.00,5
The Dangerous Summer,Reach For The Sun,The Permanent Rain,A#,125.00,7
The Dangerous Summer,Live In Baltimore 2019,This Is Life,G#,147.99,7
The Dangerous Summer,Golden Record (Deluxe Version),Knives,Bm,116.00,7
The Dangerous Summer,The Dangerous Summer,Luna,A,144.01,3
The Dangerous Summer,Starting Over / Slow Down,Starting Over / Slow Down,A#,147.00,5
The Dangerous Summer,Mother Nature,It Is Real,C,123.80,6
The Dangerous Summer,Golden Record (Deluxe Version),Into The Comfort,D,110.00,7
The Dangerous Summer,Mother Nature,Violent Red,C,147.00,7
The Dangerous Summer,Live In Baltimore 2019,Intro,Bm,124.61,3
The Dangerous Summer,Come Along (Reimagined),Come Along,B,90.00,6
The Dangerous Summer,Live In Baltimore 2019,Starting Over / Slow Down,A#,147.00,6
The Dangerous Summer,The Dangerous Summer - Live In Baltimore (Bonus Track Version),Northern Lights,C#,125.92,7
The Dangerous Summer,War Paint (Deluxe Edition),No One's Gonna Need You More,C,105.00,7
The Dangerous Summer,If You Could Only Keep Me Alive (Deluxe Version),Home,G,140.00,7
The Dangerous Summer,The Dangerous Summer - Live In Baltimore (Bonus Track Version),Symmetry,G#,133.68,6
The Dangerous Summer,The Dangerous Summer,Color,C,130.01,6
The Dangerous Summer,The Dangerous Summer,Wild Again,B,136.00,6
The Dangerous Summer,Where Were You When The Sky Opened Up,Where Were You When The Sky Opened Up,C#,110.00,7
The Dangerous Summer,An Acoustic Performance Of Reach For The Sun,Surfaced,C#,120.01,4
The Dangerous Summer,Mother Nature,Where Were You When The Sky Opened Up,C#,110.00,7
The Dangerous Summer,War Paint (Deluxe Edition),Work In Progress,F#,113.00,6
The Dangerous Summer,War Paint (Deluxe Edition),I Should Leave Right Now,B,112.00,7
The Dangerous Summer,The Dangerous Summer - Live In Baltimore (Bonus Track Version),Disconnect,G#,139.05,6
The Dangerous Summer,Golden Record (Deluxe Version),Drowning,Em,140.00,6
The Dangerous Summer,All That Is Left of the Blue Sky,I'm Alive,C,82.00,5
The Dangerous Summer,Valium,Valium,Cm,126.00,6
The Dangerous Summer,If You Could Only Keep Me Alive (Deluxe Version),I Would Stay,D,143.00,7
The Dangerous Summer,Fire,Fire,A,138.00,7
The Dangerous Summer,The Dangerous Summer - Live In Baltimore (Bonus Track Version),Surfaced,C#,126.65,7
The Dangerous Summer,War Paint (Deluxe Edition),No One's Gonna Need You More (Acoustic),B,98.50,6
The Dangerous Summer,Reach For The Sun,Weathered,F,80.00,7
The Dangerous Summer,The Dangerous Summer,Valium,Cm,126.00,6
The Dangerous Summer,Live In Baltimore 2019,Never Feel Alone,F#m,156.00,8
The Dangerous Summer,Reach For The Sun,Reach For The Sun,F,133.00,7
The Dangerous Summer,An Acoustic Performance Of Reach For The Sun,A Space To Grow,C#,127.98,4
The Dangerous Summer,Fuck Them All (Reimagined),Fuck Them All,D,100.00,5
The Dangerous Summer,Mother Nature,Consequence Of Living,A,154.50,6
The Dangerous Summer,Instrumentals,Good Things,C,125.00,7
The Dangerous Summer,An Acoustic Performance Of Reach For The Sun,Never Feel Alone,F#,155.32,5
The Dangerous Summer,Live In Baltimore 2019,Ghosts,C#,148.00,6
The Dangerous Summer,An Acoustic Performance Of Reach For The Sun,This Is War,G#,145.00,6
The Dangerous Summer,Way Down,Way Down,D#,83.25,6
The Dangerous Summer,War Paint (Deluxe Edition),Siren,A#,122.00,7
The Dangerous Summer,All That Is Left of the Blue Sky,LA in a Cop Car,C,125.01,7
The Dangerous Summer,Live In Baltimore 2019,Way Down,C,83.25,6
The December Drive,handslikegunsandcrashingsounds,This Side You've Never Seen,D,153.89,5
The Diskettes,,"[FREE] Dark Pop Type Beat - ""Enemy""",Gm,114.00,5
The Diskettes,,"[FREE] Funk Pop Type beat - ""Disco""",C,110.00,6
The Diskettes,,"[FREE] Funk Pop Type beat - ""Late""",F#m,115.00,5
The Diskettes,,"Guitar Pop Type Beat - ""Eden""",D#,140.00,4
The Diskettes,,"[FREE] Funk Pop Type beat - ""Flight""",Am,105.00,5
The Diskettes,,"[FREE] Funk Pop Type beat - ""Glide""",Bm,112.00,6
The Diskettes,,"[FREE] Pop EDM Type Beat - ""Contact""",Bm,120.00,7
The Diskettes,,"[FREE] Dark Pop Type Beat - ""Venom""",Em,120.00,7
The Diskettes,,"[FREE] Pop EDM Type Beat - ""Vortex""",A#m,94.00,6
The Downtown Fiction,,"(FREE) ericdoa x riovaz type beat ""where we left off""",D#m,84.00,6
The Early November,For All Of This,Sunday Drive,C#,141.43,5
The Early November,Punk Goes 80's,Power Of Love,B,87.29,3
The Eden Project,Bipolar Paradise,Soul,D,107.86,3
The Eden Project,Chasing Ghosts,Chasing Ghosts,Am,139.99,6
The Eden Project,Gone,Gone,Am,81.00,5
The Eden Project,Crazy in Love (feat. Leah Kelly),Crazy in Love (feat. Leah Kelly),Bm,118.25,5
The Eden Project,woah,woah,Am,120.29,3
